beer1,beer2,scaled_r2
 Palo Santo Marron, Indian Brown Ale,0.1277232628015344
 Palo Santo Marron, La Fin Du Monde,0.020103400152407417
 Palo Santo Marron, Maharaja,0.14713175077650015
 Palo Santo Marron, Maudite,0.05102046350057315
 Palo Santo Marron, Midas Touch Golden Elixir,0.25889686206236384
 Palo Santo Marron, Newcastle Brown Ale,0.11002022397314544
 Palo Santo Marron, Oak Aged Yeti Imperial Stout,0.02812377171461425
 Palo Santo Marron, Oaked Arrogant Bastard Ale,0.10009644512940617
 Palo Santo Marron, Oatmeal Stout,0.006641964132580687
 Palo Santo Marron, Oktoberfest,0.07872784182525189
 Palo Santo Marron, Old Rasputin Russian Imperial Stout,0.08583046949541341
 Palo Santo Marron, Ommegang (Abbey Ale),0.11880540678685708
 Palo Santo Marron, Orval Trappist Ale,-0.04425184604833483
 Palo Santo Marron, Pabst Blue Ribbon (PBR),0.08500358623410031
 Palo Santo Marron, Pale Ale,-0.042538411822692475
 Palo Santo Marron, Pliny The Elder,0.05544957830617623
 Palo Santo Marron, Porter,0.09796567432957291
 Palo Santo Marron, Prima Pils,0.07092722179330077
 Palo Santo Marron, Punkin Ale,0.08865784291034082
 Palo Santo Marron, Péché Mortel (Imperial Stout Au Cafe),0.101489910162368
 Palo Santo Marron, Racer 5 India Pale Ale,0.10632518309280937
 Palo Santo Marron, Raison D'etre,0.08669617784448304
 Palo Santo Marron, Samuel Adams Black Lager,0.16355897001757588
 Palo Santo Marron, Samuel Adams Boston Lager,0.09831479293116087
 Palo Santo Marron, Samuel Adams Octoberfest,0.04623186633620431
 Palo Santo Marron, Samuel Adams Summer Ale,0.03398174928298902
 Palo Santo Marron, Samuel Adams Winter Lager,0.10388837793354797
 Palo Santo Marron, Samuel Smith's Imperial Stout,0.09111392310347796
 Palo Santo Marron, Samuel Smith's Oatmeal Stout,-0.09917675761734948
 Palo Santo Marron, Schneider Aventinus,0.1861643382919969
 Palo Santo Marron, Shakespeare Oatmeal Stout,0.04170218473351536
 Palo Santo Marron, Sierra Nevada Bigfoot Barleywine Style Ale,0.05726166307726119
 Palo Santo Marron, Sierra Nevada Celebration Ale,0.07513804239890313
 Palo Santo Marron, Sierra Nevada Pale Ale,0.04772861598770573
 Palo Santo Marron, Sierra Nevada Torpedo Extra IPA,-0.032610176782749
 Palo Santo Marron," Smuttynose IPA ""Finest Kind""",0.0923118385714757
 Palo Santo Marron, St. Bernardus Abt 12,0.15154188320355766
 Palo Santo Marron, Stone IPA (India Pale Ale),-0.004643295747710281
 Palo Santo Marron, Stone Imperial Russian Stout,0.12436387277220924
 Palo Santo Marron, Stone Ruination IPA,0.09391078711718102
 Palo Santo Marron, Stone Smoked Porter,-0.027697652642191456
 Palo Santo Marron, Stone Sublimely Self-Righteous Ale,0.012962754285957254
 Palo Santo Marron, Storm King Stout,0.02748115642579908
 Palo Santo Marron, Ten FIDY,0.312670857719078
 Palo Santo Marron, Three Philosophers Belgian Style Blend (Quadrupel),0.07836219891396722
 Palo Santo Marron, Trappistes Rochefort 10,0.2181452391115966
 Palo Santo Marron, Trappistes Rochefort 8,0.032011864972404255
 Palo Santo Marron, Trois Pistoles,0.008711101971490018
 Palo Santo Marron, Tröegs Nugget Nectar,0.1439828109785004
 Palo Santo Marron, Two Hearted Ale,0.1531748787806184
 Palo Santo Marron, Weihenstephaner Hefeweissbier,-0.056657321603223856
 Palo Santo Marron, Westmalle Trappist Tripel,0.14950986733484242
 Palo Santo Marron, World Wide Stout,0.10037688524411989
 Palo Santo Marron, Yeti Imperial Stout,0.1396076903898301
 Palo Santo Marron, Young's Double Chocolate Stout,-0.02140855272087996
 Palo Santo Marron, Yuengling Traditional Lager,0.15201720570399724
 Pliny The Elder, #9,-0.013332845342695604
 Pliny The Elder, 120 Minute IPA,0.09752687389055309
 Pliny The Elder, 60 Minute IPA,0.1394328048826711
 Pliny The Elder, 90 Minute IPA,0.15774808690371564
 Pliny The Elder, Alpha King Pale Ale,0.20520445347291588
 Pliny The Elder, Anchor Steam Beer,0.09879417567556695
 Pliny The Elder, ApriHop,0.00827761324803867
 Pliny The Elder, Arrogant Bastard Ale,0.18328458657357594
 Pliny The Elder, Ayinger Celebrator Doppelbock,0.023961399641135344
 Pliny The Elder, Bell's Expedition Stout,0.022143004627039237
 Pliny The Elder, Bell's Hopslam Ale,0.22657742072275722
 Pliny The Elder, Bell's Oberon Ale,-0.008778429624892599
 Pliny The Elder, Blue Moon Belgian White,0.13011602681737955
 Pliny The Elder, Bourbon County Brand Stout,0.014212892876781565
 Pliny The Elder, Brooklyn Black Chocolate Stout,0.15501424048592397
 Pliny The Elder, Budweiser,-0.04864699814144148
 Pliny The Elder, Burton Baton,0.04834196863764891
 Pliny The Elder, Chimay Grande Réserve (Blue),0.07852124123379842
 Pliny The Elder, Chimay Première (Red),0.17226854338648817
 Pliny The Elder, Chimay Tripel (White),0.07548793400585634
 Pliny The Elder, Chocolate Stout,0.005398817185774661
 Pliny The Elder, Dale's Pale Ale,0.19533082098874022
 Pliny The Elder, Dead Guy Ale,-0.03887896234816529
 Pliny The Elder, Delirium Tremens,-0.14998541965728732
 Pliny The Elder, Double Bastard Ale,0.15133832871430247
 Pliny The Elder, Dreadnaught IPA,0.21626183276869257
 Pliny The Elder, Duvel,0.18072973283062396
 Pliny The Elder, Fat Tire Amber Ale,0.13499880463964511
 Pliny The Elder, Founders Breakfast Stout,0.20575198991014174
 Pliny The Elder, Founders KBS (Kentucky Breakfast Stout),0.11010294210041978
 Pliny The Elder, Franziskaner Hefe-Weisse,0.05808668633772678
 Pliny The Elder, Golden Monkey,-0.02678515537003821
 Pliny The Elder, Great Lakes Edmund Fitzgerald Porter,0.18178715242197885
 Pliny The Elder, Guinness Draught,0.015483602632539676
 Pliny The Elder, Hennepin (Farmhouse Saison),0.047600035324491294
 Pliny The Elder, Hoegaarden Original White Ale,0.09497624783732647
 Pliny The Elder, Hop Rod Rye,0.07409196297262813
 Pliny The Elder, Hop Stoopid,0.06428377026847641
 Pliny The Elder, Hop Wallop,0.14763089607768773
 Pliny The Elder, HopDevil Ale,0.08705272421185142
 Pliny The Elder, IPA,0.034824656270719484
 Pliny The Elder, Imperial Stout,0.0925343071816307
 Pliny The Elder, India Pale Ale,0.12836990620898286
 Pliny The Elder, Indian Brown Ale,0.05089284983996621
 Pliny The Elder, La Fin Du Monde,0.17357884190006284
 Pliny The Elder, Maharaja,-0.10063335688113742
 Pliny The Elder, Maudite,0.1545900830184591
 Pliny The Elder, Midas Touch Golden Elixir,0.13858053261429576
 Pliny The Elder, Newcastle Brown Ale,-0.10369390247055413
 Pliny The Elder, Oak Aged Yeti Imperial Stout,0.04700309364903654
 Pliny The Elder, Oaked Arrogant Bastard Ale,0.23469491134780665
 Pliny The Elder, Oatmeal Stout,-0.1816937890406595
 Pliny The Elder, Oktoberfest,0.06849557279648702
 Pliny The Elder, Old Rasputin Russian Imperial Stout,0.1261177465811866
 Pliny The Elder, Ommegang (Abbey Ale),-0.03293343144231969
 Pliny The Elder, Orval Trappist Ale,0.07438584474278118
 Pliny The Elder, Pabst Blue Ribbon (PBR),0.15846649004992905
 Pliny The Elder, Pale Ale,-0.02755623880268095
 Pliny The Elder, Palo Santo Marron,0.0554495783061762
 Pliny The Elder, Porter,0.007876955831624547
 Pliny The Elder, Prima Pils,0.1121254987087157
 Pliny The Elder, Punkin Ale,0.22490083380429923
 Pliny The Elder, Péché Mortel (Imperial Stout Au Cafe),0.16756243486006386
 Pliny The Elder, Racer 5 India Pale Ale,0.2509720508069056
 Pliny The Elder, Raison D'etre,0.008707245287685086
 Pliny The Elder, Samuel Adams Black Lager,-0.00028893496929266016
 Pliny The Elder, Samuel Adams Boston Lager,0.15696051041907408
 Pliny The Elder, Samuel Adams Octoberfest,-0.012824271754776689
 Pliny The Elder, Samuel Adams Summer Ale,0.04992656981519793
 Pliny The Elder, Samuel Adams Winter Lager,0.15110857767632618
 Pliny The Elder, Samuel Smith's Imperial Stout,-0.033692772836151526
 Pliny The Elder, Samuel Smith's Oatmeal Stout,0.13087839841153304
 Pliny The Elder, Schneider Aventinus,0.017495052123878876
 Pliny The Elder, Shakespeare Oatmeal Stout,0.16680550224645946
 Pliny The Elder, Sierra Nevada Bigfoot Barleywine Style Ale,0.05938585087195583
 Pliny The Elder, Sierra Nevada Celebration Ale,0.2937933732702658
 Pliny The Elder, Sierra Nevada Pale Ale,0.22605955795178306
 Pliny The Elder, Sierra Nevada Torpedo Extra IPA,0.13405169574274192
 Pliny The Elder," Smuttynose IPA ""Finest Kind""",-0.018943023285347218
 Pliny The Elder, St. Bernardus Abt 12,0.11290831416774486
 Pliny The Elder, Stone IPA (India Pale Ale),0.1910488878473265
 Pliny The Elder, Stone Imperial Russian Stout,0.01230794829122293
 Pliny The Elder, Stone Ruination IPA,0.31509333510575216
 Pliny The Elder, Stone Smoked Porter,0.15602080792747264
 Pliny The Elder, Stone Sublimely Self-Righteous Ale,0.1860583280536005
 Pliny The Elder, Storm King Stout,0.056673468282793765
 Pliny The Elder, Ten FIDY,0.24890599833184454
 Pliny The Elder, Three Philosophers Belgian Style Blend (Quadrupel),-0.06185489954621366
 Pliny The Elder, Trappistes Rochefort 10,0.04735124853654072
 Pliny The Elder, Trappistes Rochefort 8,0.006062497316990062
 Pliny The Elder, Trois Pistoles,0.15316167333626862
 Pliny The Elder, Tröegs Nugget Nectar,0.24449611894921386
 Pliny The Elder, Two Hearted Ale,0.12786659414726403
 Pliny The Elder, Weihenstephaner Hefeweissbier,0.06302635442561733
 Pliny The Elder, Westmalle Trappist Tripel,0.03998576213535334
 Pliny The Elder, World Wide Stout,0.11369326188929692
 Pliny The Elder, Yeti Imperial Stout,0.15382999689887272
 Pliny The Elder, Young's Double Chocolate Stout,0.1835600836930264
 Pliny The Elder, Yuengling Traditional Lager,0.0026635198947891803
 Porter, #9,0.11512015316931463
 Porter, 120 Minute IPA,0.041294526058482224
 Porter, 60 Minute IPA,0.15231237636644895
 Porter, 90 Minute IPA,0.06809830106311662
 Porter, Alpha King Pale Ale,0.03793663628010338
 Porter, Anchor Steam Beer,0.11662762561394363
 Porter, ApriHop,-0.03432905563212135
 Porter, Arrogant Bastard Ale,0.015051356855977626
 Porter, Ayinger Celebrator Doppelbock,0.03730909558751087
 Porter, Bell's Expedition Stout,0.021857204678138696
 Porter, Bell's Hopslam Ale,0.03036411407737619
 Porter, Bell's Oberon Ale,0.06487686597598324
 Porter, Blue Moon Belgian White,0.133788050632911
 Porter, Bourbon County Brand Stout,0.018910348717404216
 Porter, Brooklyn Black Chocolate Stout,-0.0918255553021091
 Porter, Budweiser,0.05709126083776606
 Porter, Burton Baton,-0.02838852737947534
 Porter, Chimay Grande Réserve (Blue),0.03551475316183557
 Porter, Chimay Première (Red),0.06341829519551952
 Porter, Chimay Tripel (White),-0.10501003010114449
 Porter, Chocolate Stout,-0.07048441562235896
 Porter, Dale's Pale Ale,0.01791914284771038
 Porter, Dead Guy Ale,0.07260851894456653
 Porter, Delirium Tremens,0.18944128545765845
 Porter, Double Bastard Ale,-0.06771972625702201
 Porter, Dreadnaught IPA,-0.0026995417821842117
 Porter, Duvel,0.07366811849055124
 Porter, Fat Tire Amber Ale,0.08813245798868047
 Porter, Founders Breakfast Stout,-0.12537252598813822
 Porter, Founders KBS (Kentucky Breakfast Stout),-0.1639242501210914
 Porter, Franziskaner Hefe-Weisse,0.22433092294766827
 Porter, Golden Monkey,0.0815607421399046
 Porter, Great Lakes Edmund Fitzgerald Porter,0.029626559307344275
 Porter, Guinness Draught,0.07877798539285337
 Porter, Hennepin (Farmhouse Saison),0.022411338791159984
 Porter, Hoegaarden Original White Ale,0.016457250475967286
 Porter, Hop Rod Rye,0.04657515806333586
 Porter, Hop Stoopid,-0.06811351058907648
 Porter, Hop Wallop,0.05905194412693952
 Porter, HopDevil Ale,-0.0037788775393862864
 Porter, IPA,0.09614817926169697
 Porter, Imperial Stout,0.020311794110982592
 Porter, India Pale Ale,0.033918619503818345
 Porter, Indian Brown Ale,0.09342587275890035
 Porter, La Fin Du Monde,0.11258409317095598
 Porter, Maharaja,-0.06910764016822186
 Porter, Maudite,0.02259305908800886
 Porter, Midas Touch Golden Elixir,0.14799837159175985
 Porter, Newcastle Brown Ale,0.17906748023332367
 Porter, Oak Aged Yeti Imperial Stout,0.013753051725216172
 Porter, Oaked Arrogant Bastard Ale,-0.013135987820083572
 Porter, Oatmeal Stout,0.09329913620235918
 Porter, Oktoberfest,0.29229310186462104
 Porter, Old Rasputin Russian Imperial Stout,0.05753132236464028
 Porter, Ommegang (Abbey Ale),0.007066227357079798
 Porter, Orval Trappist Ale,-0.002301918755498201
 Porter, Pabst Blue Ribbon (PBR),0.11524308771906573
 Porter, Pale Ale,0.0026110703410220635
 Porter, Palo Santo Marron,0.09796567432957301
 Porter, Pliny The Elder,0.007876955831624542
 Porter, Prima Pils,-0.019298095720314306
 Porter, Punkin Ale,0.016697101731160322
 Porter, Péché Mortel (Imperial Stout Au Cafe),-0.02700775517498415
 Porter, Racer 5 India Pale Ale,-0.14130951231594996
 Porter, Raison D'etre,0.20808678599793964
 Porter, Samuel Adams Black Lager,0.1322949364949864
 Porter, Samuel Adams Boston Lager,-0.053713808515367285
 Porter, Samuel Adams Octoberfest,0.030528592641873395
 Porter, Samuel Adams Summer Ale,-0.03355334453665349
 Porter, Samuel Adams Winter Lager,0.17371528353647742
 Porter, Samuel Smith's Imperial Stout,0.2003079157225879
 Porter, Samuel Smith's Oatmeal Stout,0.16753388750028145
 Porter, Schneider Aventinus,-0.020211179928654906
 Porter, Shakespeare Oatmeal Stout,0.021519743363987945
 Porter, Sierra Nevada Bigfoot Barleywine Style Ale,-0.03326631526767091
 Porter, Sierra Nevada Celebration Ale,0.15928090441333634
 Porter, Sierra Nevada Pale Ale,0.08168086825953041
 Porter, Sierra Nevada Torpedo Extra IPA,0.12639688860348294
 Porter," Smuttynose IPA ""Finest Kind""",0.07465172999604872
 Porter, St. Bernardus Abt 12,-0.025471360087206334
 Porter, Stone IPA (India Pale Ale),0.01721105327037398
 Porter, Stone Imperial Russian Stout,0.06027167250967074
 Porter, Stone Ruination IPA,0.009465431761005864
 Porter, Stone Smoked Porter,0.08040053662007535
 Porter, Stone Sublimely Self-Righteous Ale,0.020674371565176965
 Porter, Storm King Stout,-0.08682338647336107
 Porter, Ten FIDY,-0.033089079656622944
 Porter, Three Philosophers Belgian Style Blend (Quadrupel),-0.003646467924814133
 Porter, Trappistes Rochefort 10,0.00895180870457337
 Porter, Trappistes Rochefort 8,-0.007271897151935781
 Porter, Trois Pistoles,0.14674844205073023
 Porter, Tröegs Nugget Nectar,-0.14175081881875073
 Porter, Two Hearted Ale,0.0838797509935642
 Porter, Weihenstephaner Hefeweissbier,0.033152601299280916
 Porter, Westmalle Trappist Tripel,-0.031985883439121274
 Porter, World Wide Stout,-0.05488552938268756
 Porter, Yeti Imperial Stout,0.026345801692844124
 Porter, Young's Double Chocolate Stout,0.1872316104267486
 Porter, Yuengling Traditional Lager,0.08492696485974147
 Prima Pils, #9,0.16007050321120742
 Prima Pils, 120 Minute IPA,0.0012317777230017861
 Prima Pils, 60 Minute IPA,0.17830815608340753
 Prima Pils, 90 Minute IPA,-0.011849246767864354
 Prima Pils, Alpha King Pale Ale,0.16649264019769155
 Prima Pils, Anchor Steam Beer,0.20792265029211074
 Prima Pils, ApriHop,0.09565462300129736
 Prima Pils, Arrogant Bastard Ale,0.1985797942154134
 Prima Pils, Ayinger Celebrator Doppelbock,0.13132714505520227
 Prima Pils, Bell's Expedition Stout,0.07226181632866992
 Prima Pils, Bell's Hopslam Ale,0.10935301265858374
 Prima Pils, Bell's Oberon Ale,0.1522473447409632
 Prima Pils, Blue Moon Belgian White,-0.008410289044058302
 Prima Pils, Bourbon County Brand Stout,0.04131997830792704
 Prima Pils, Brooklyn Black Chocolate Stout,0.08668314328075208
 Prima Pils, Budweiser,-0.05208638313728405
 Prima Pils, Burton Baton,0.03783133414938162
 Prima Pils, Chimay Grande Réserve (Blue),0.064767125633318
 Prima Pils, Chimay Première (Red),-0.02238181040126716
 Prima Pils, Chimay Tripel (White),0.008356193050721262
 Prima Pils, Chocolate Stout,0.14484488557216835
 Prima Pils, Dale's Pale Ale,0.036229355164159927
 Prima Pils, Dead Guy Ale,0.11710786245872369
 Prima Pils, Delirium Tremens,0.20431629717161884
 Prima Pils, Double Bastard Ale,0.0956363648967473
 Prima Pils, Dreadnaught IPA,0.026087549920287903
 Prima Pils, Duvel,0.21089231910381903
 Prima Pils, Fat Tire Amber Ale,0.14545202722707992
 Prima Pils, Founders Breakfast Stout,0.1904521537951847
 Prima Pils, Founders KBS (Kentucky Breakfast Stout),0.15352674422686413
 Prima Pils, Franziskaner Hefe-Weisse,0.07607748139241116
 Prima Pils, Golden Monkey,0.012610846440723206
 Prima Pils, Great Lakes Edmund Fitzgerald Porter,0.10336450597367135
 Prima Pils, Guinness Draught,0.13126341077499087
 Prima Pils, Hennepin (Farmhouse Saison),0.22569221135390927
 Prima Pils, Hoegaarden Original White Ale,0.07064373303189529
 Prima Pils, Hop Rod Rye,0.20689078482072695
 Prima Pils, Hop Stoopid,0.08091260143235661
 Prima Pils, Hop Wallop,0.11173291059789695
 Prima Pils, HopDevil Ale,0.1838644241545082
 Prima Pils, IPA,-0.00596245114020863
 Prima Pils, Imperial Stout,0.0037689052659399193
 Prima Pils, India Pale Ale,0.059397934816901546
 Prima Pils, Indian Brown Ale,0.07683245376153647
 Prima Pils, La Fin Du Monde,0.11020424046770262
 Prima Pils, Maharaja,-0.03732510932586083
 Prima Pils, Maudite,0.20192159008877147
 Prima Pils, Midas Touch Golden Elixir,0.07903686257139655
 Prima Pils, Newcastle Brown Ale,0.2020845059752847
 Prima Pils, Oak Aged Yeti Imperial Stout,0.02923268859483733
 Prima Pils, Oaked Arrogant Bastard Ale,0.004643241501811374
 Prima Pils, Oatmeal Stout,0.1128686486165506
 Prima Pils, Oktoberfest,0.18197581025850793
 Prima Pils, Old Rasputin Russian Imperial Stout,0.1855301733983424
 Prima Pils, Ommegang (Abbey Ale),0.10171770720309051
 Prima Pils, Orval Trappist Ale,0.2280414480306156
 Prima Pils, Pabst Blue Ribbon (PBR),0.156116413964837
 Prima Pils, Pale Ale,0.018869401534778743
 Prima Pils, Palo Santo Marron,0.07092722179330084
 Prima Pils, Pliny The Elder,0.11212549870871565
 Prima Pils, Porter,-0.019298095720314278
 Prima Pils, Punkin Ale,0.16861125826628962
 Prima Pils, Péché Mortel (Imperial Stout Au Cafe),0.0377722227221195
 Prima Pils, Racer 5 India Pale Ale,0.12213937961288208
 Prima Pils, Raison D'etre,0.07481304054577893
 Prima Pils, Samuel Adams Black Lager,0.053569846309637785
 Prima Pils, Samuel Adams Boston Lager,0.3009735600656409
 Prima Pils, Samuel Adams Octoberfest,0.09582324849335778
 Prima Pils, Samuel Adams Summer Ale,0.09610378424988662
 Prima Pils, Samuel Adams Winter Lager,0.12619111175207826
 Prima Pils, Samuel Smith's Imperial Stout,0.17292264473825328
 Prima Pils, Samuel Smith's Oatmeal Stout,-0.023871206123695612
 Prima Pils, Schneider Aventinus,0.11601697073583393
 Prima Pils, Shakespeare Oatmeal Stout,0.10996152055185843
 Prima Pils, Sierra Nevada Bigfoot Barleywine Style Ale,0.17104872647137015
 Prima Pils, Sierra Nevada Celebration Ale,0.21241235838488493
 Prima Pils, Sierra Nevada Pale Ale,0.18859687718364482
 Prima Pils, Sierra Nevada Torpedo Extra IPA,0.1741846671942965
 Prima Pils," Smuttynose IPA ""Finest Kind""",0.18493939880360305
 Prima Pils, St. Bernardus Abt 12,0.11380315937059972
 Prima Pils, Stone IPA (India Pale Ale),0.1458557260156441
 Prima Pils, Stone Imperial Russian Stout,0.10474128978792382
 Prima Pils, Stone Ruination IPA,0.07885818962040039
 Prima Pils, Stone Smoked Porter,0.006907395164308971
 Prima Pils, Stone Sublimely Self-Righteous Ale,0.116848626479911
 Prima Pils, Storm King Stout,0.29286286857001215
 Prima Pils, Ten FIDY,0.004420018269493733
 Prima Pils, Three Philosophers Belgian Style Blend (Quadrupel),0.1418371340695977
 Prima Pils, Trappistes Rochefort 10,0.06159758362724793
 Prima Pils, Trappistes Rochefort 8,-0.015927608654111865
 Prima Pils, Trois Pistoles,0.027267655921371547
 Prima Pils, Tröegs Nugget Nectar,0.24468922525282377
 Prima Pils, Two Hearted Ale,0.22201200445399705
 Prima Pils, Weihenstephaner Hefeweissbier,0.18809838284433353
 Prima Pils, Westmalle Trappist Tripel,0.14128383006316506
 Prima Pils, World Wide Stout,0.059131371060528515
 Prima Pils, Yeti Imperial Stout,-0.08710541586701262
 Prima Pils, Young's Double Chocolate Stout,-0.09221554637062677
 Prima Pils, Yuengling Traditional Lager,0.23912003892169267
 Punkin Ale, #9,0.11927603709794678
 Punkin Ale, 120 Minute IPA,0.19660380304090988
 Punkin Ale, 60 Minute IPA,0.1383532075952888
 Punkin Ale, 90 Minute IPA,0.08448676930133762
 Punkin Ale, Alpha King Pale Ale,0.12807311500449908
 Punkin Ale, Anchor Steam Beer,0.03298662056165534
 Punkin Ale, ApriHop,0.11567206487769235
 Punkin Ale, Arrogant Bastard Ale,0.26093212672599836
 Punkin Ale, Ayinger Celebrator Doppelbock,0.025512503300524868
 Punkin Ale, Bell's Expedition Stout,-0.014806763495753663
 Punkin Ale, Bell's Hopslam Ale,0.1034731434934576
 Punkin Ale, Bell's Oberon Ale,0.17759150299746132
 Punkin Ale, Blue Moon Belgian White,0.0941645610367625
 Punkin Ale, Bourbon County Brand Stout,0.14533040666659033
 Punkin Ale, Brooklyn Black Chocolate Stout,0.1269158077023994
 Punkin Ale, Budweiser,0.11665109622824554
 Punkin Ale, Burton Baton,0.17061802396083456
 Punkin Ale, Chimay Grande Réserve (Blue),0.15205697832494863
 Punkin Ale, Chimay Première (Red),0.021328215727911604
 Punkin Ale, Chimay Tripel (White),0.28911573181198147
 Punkin Ale, Chocolate Stout,0.0682320066136373
 Punkin Ale, Dale's Pale Ale,0.02867678614221553
 Punkin Ale, Dead Guy Ale,0.2127325616644111
 Punkin Ale, Delirium Tremens,-0.061016435231107335
 Punkin Ale, Double Bastard Ale,0.02876060517568521
 Punkin Ale, Dreadnaught IPA,0.19994199639068705
 Punkin Ale, Duvel,0.18151593755844497
 Punkin Ale, Fat Tire Amber Ale,0.28434709114071066
 Punkin Ale, Founders Breakfast Stout,0.1678263541888968
 Punkin Ale, Founders KBS (Kentucky Breakfast Stout),0.13904850081936426
 Punkin Ale, Franziskaner Hefe-Weisse,0.07842472218495664
 Punkin Ale, Golden Monkey,0.183364528485775
 Punkin Ale, Great Lakes Edmund Fitzgerald Porter,0.18892484083822098
 Punkin Ale, Guinness Draught,0.16637809965201086
 Punkin Ale, Hennepin (Farmhouse Saison),0.15009323663586205
 Punkin Ale, Hoegaarden Original White Ale,0.08683714686466182
 Punkin Ale, Hop Rod Rye,0.027186436512156766
 Punkin Ale, Hop Stoopid,-0.03364005075005507
 Punkin Ale, Hop Wallop,0.20241921265446827
 Punkin Ale, HopDevil Ale,0.20636146726612928
 Punkin Ale, IPA,0.004865446393318875
 Punkin Ale, Imperial Stout,0.041312474912709736
 Punkin Ale, India Pale Ale,0.035214210517627735
 Punkin Ale, Indian Brown Ale,0.12848782832501324
 Punkin Ale, La Fin Du Monde,0.23419433940692697
 Punkin Ale, Maharaja,0.13102586211333866
 Punkin Ale, Maudite,0.13641010711495816
 Punkin Ale, Midas Touch Golden Elixir,0.15605058426670979
 Punkin Ale, Newcastle Brown Ale,0.16726822570646738
 Punkin Ale, Oak Aged Yeti Imperial Stout,0.06831385528665973
 Punkin Ale, Oaked Arrogant Bastard Ale,0.0850084667174543
 Punkin Ale, Oatmeal Stout,-0.029681683545342268
 Punkin Ale, Oktoberfest,-0.00875410929541459
 Punkin Ale, Old Rasputin Russian Imperial Stout,0.12471586756590029
 Punkin Ale, Ommegang (Abbey Ale),0.15913702684139341
 Punkin Ale, Orval Trappist Ale,0.14180337007272933
 Punkin Ale, Pabst Blue Ribbon (PBR),0.08142621491244882
 Punkin Ale, Pale Ale,0.3137960418672313
 Punkin Ale, Palo Santo Marron,0.08865784291034087
 Punkin Ale, Pliny The Elder,0.22490083380429934
 Punkin Ale, Porter,0.016697101731160166
 Punkin Ale, Prima Pils,0.16861125826628964
 Punkin Ale, Péché Mortel (Imperial Stout Au Cafe),0.054954038603453104
 Punkin Ale, Racer 5 India Pale Ale,0.00250924899095036
 Punkin Ale, Raison D'etre,0.25843510811926035
 Punkin Ale, Samuel Adams Black Lager,-0.002074642413761614
 Punkin Ale, Samuel Adams Boston Lager,0.07002860031888378
 Punkin Ale, Samuel Adams Octoberfest,0.1376730302696368
 Punkin Ale, Samuel Adams Summer Ale,0.21866612154122778
 Punkin Ale, Samuel Adams Winter Lager,0.09992448562252239
 Punkin Ale, Samuel Smith's Imperial Stout,0.12663534285601652
 Punkin Ale, Samuel Smith's Oatmeal Stout,0.1461618970086734
 Punkin Ale, Schneider Aventinus,0.07297045888129479
 Punkin Ale, Shakespeare Oatmeal Stout,0.11052973205819228
 Punkin Ale, Sierra Nevada Bigfoot Barleywine Style Ale,0.17228948518122175
 Punkin Ale, Sierra Nevada Celebration Ale,0.19552624655681347
 Punkin Ale, Sierra Nevada Pale Ale,0.1465066718601408
 Punkin Ale, Sierra Nevada Torpedo Extra IPA,0.24996270829253922
 Punkin Ale," Smuttynose IPA ""Finest Kind""",-0.021312527481994227
 Punkin Ale, St. Bernardus Abt 12,0.22384373258437953
 Punkin Ale, Stone IPA (India Pale Ale),0.016573309721835475
 Punkin Ale, Stone Imperial Russian Stout,0.08723447917789554
 Punkin Ale, Stone Ruination IPA,0.0003011732530212491
 Punkin Ale, Stone Smoked Porter,0.18387493465316096
 Punkin Ale, Stone Sublimely Self-Righteous Ale,0.06809479614585442
 Punkin Ale, Storm King Stout,0.05183593346944593
 Punkin Ale, Ten FIDY,-0.010909112063870451
 Punkin Ale, Three Philosophers Belgian Style Blend (Quadrupel),0.09884606591041839
 Punkin Ale, Trappistes Rochefort 10,0.2390401208784676
 Punkin Ale, Trappistes Rochefort 8,0.1135126959994029
 Punkin Ale, Trois Pistoles,0.13727958479322738
 Punkin Ale, Tröegs Nugget Nectar,0.20643043794954016
 Punkin Ale, Two Hearted Ale,0.2108085791086293
 Punkin Ale, Weihenstephaner Hefeweissbier,0.1468595494629108
 Punkin Ale, Westmalle Trappist Tripel,0.03334035247662439
 Punkin Ale, World Wide Stout,0.0950066536307341
 Punkin Ale, Yeti Imperial Stout,-0.021896534251341877
 Punkin Ale, Young's Double Chocolate Stout,0.07999621780259004
 Punkin Ale, Yuengling Traditional Lager,0.011364533895309226
 Péché Mortel (Imperial Stout Au Cafe), #9,-0.11101417303312293
 Péché Mortel (Imperial Stout Au Cafe), 120 Minute IPA,0.12192138187623915
 Péché Mortel (Imperial Stout Au Cafe), 60 Minute IPA,0.05033122998503337
 Péché Mortel (Imperial Stout Au Cafe), 90 Minute IPA,0.13454767713600352
 Péché Mortel (Imperial Stout Au Cafe), Alpha King Pale Ale,0.25150238932532204
 Péché Mortel (Imperial Stout Au Cafe), Anchor Steam Beer,0.06321009130906785
 Péché Mortel (Imperial Stout Au Cafe), ApriHop,0.0100509215629132
 Péché Mortel (Imperial Stout Au Cafe), Arrogant Bastard Ale,0.14184397843884305
 Péché Mortel (Imperial Stout Au Cafe), Ayinger Celebrator Doppelbock,0.2392046553729284
 Péché Mortel (Imperial Stout Au Cafe), Bell's Expedition Stout,0.16662796507406413
 Péché Mortel (Imperial Stout Au Cafe), Bell's Hopslam Ale,0.1562985171688265
